Ano e mês,id,Bairro/Rua,Data,Clima,Horário de Avaliação do Ponto,Périodo do dia,Direção,horas,minutos,ignora 1,ignora 2,ignora 3
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,0930 - 0945,AM peak (07:00-10:00),Westbound,9,30,4,0,4
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Light Rain,0945 - 1000,AM peak (07:00-10:00),Westbound,9,45,3,0,3
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1000 - 1015,Inter-peak (10:00-16:00),Westbound,10,0,5,0,5
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1015 - 1030,Inter-peak (10:00-16:00),Westbound,10,15,5,0,5
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1030 - 1045,Inter-peak (10:00-16:00),Westbound,10,30,6,0,6
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1045 - 1100,Inter-peak (10:00-16:00),Westbound,10,45,2,1,3
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1100 - 1115,Inter-peak (10:00-16:00),Westbound,11,0,1,0,1
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1115 - 1130,Inter-peak (10:00-16:00),Westbound,11,15,7,1,8
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1130 - 1145,Inter-peak (10:00-16:00),Westbound,11,30,8,0,8
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1145 - 1200,Inter-peak (10:00-16:00),Westbound,11,45,8,0,8
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1200 - 1215,Inter-peak (10:00-16:00),Westbound,12,0,5,2,7
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1215 - 1230,Inter-peak (10:00-16:00),Westbound,12,15,8,1,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1230 - 1245,Inter-peak (10:00-16:00),Westbound,12,30,12,2,14
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1245 - 1300,Inter-peak (10:00-16:00),Westbound,12,45,6,2,8
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1300 - 1315,Inter-peak (10:00-16:00),Westbound,13,0,7,2,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1315 - 1330,Inter-peak (10:00-16:00),Westbound,13,15,6,0,6
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1330 - 1345,Inter-peak (10:00-16:00),Westbound,13,30,9,0,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1345 - 1400,Inter-peak (10:00-16:00),Westbound,13,45,9,1,10
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Light Rain,1400 - 1415,Inter-peak (10:00-16:00),Westbound,14,0,5,1,6
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Light Rain,1415 - 1430,Inter-peak (10:00-16:00),Westbound,14,15,6,0,6
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1430 - 1445,Inter-peak (10:00-16:00),Westbound,14,30,7,0,7
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1445 - 1500,Inter-peak (10:00-16:00),Westbound,14,45,2,0,2
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1500 - 1515,Inter-peak (10:00-16:00),Westbound,15,0,6,3,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1515 - 1530,Inter-peak (10:00-16:00),Westbound,15,15,6,1,7
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1530 - 1545,Inter-peak (10:00-16:00),Westbound,15,30,12,1,13
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Light Rain,1545 - 1600,Inter-peak (10:00-16:00),Westbound,15,45,6,1,7
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Light Rain,1600 - 1615,PM peak (16:00-19:00),Westbound,16,0,4,1,5
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Light Rain,1615 - 1630,PM peak (16:00-19:00),Westbound,16,15,7,0,7
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1630 - 1645,PM peak (16:00-19:00),Westbound,16,30,16,2,18
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1645 - 1700,PM peak (16:00-19:00),Westbound,16,45,5,0,5
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1700 - 1715,PM peak (16:00-19:00),Westbound,17,0,8,1,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1715 - 1730,PM peak (16:00-19:00),Westbound,17,15,13,1,14
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1730 - 1745,PM peak (16:00-19:00),Westbound,17,30,13,1,14
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"seg., 15/01/18",Fine,1745 - 1800,PM peak (16:00-19:00),Westbound,17,45,16,2,18
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1800 - 1815,PM peak (16:00-19:00),Westbound,18,0,35,2,37
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1815 - 1830,PM peak (16:00-19:00),Westbound,18,15,32,6,38
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1830 - 1845,PM peak (16:00-19:00),Westbound,18,30,40,4,44
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1845 - 1900,PM peak (16:00-19:00),Westbound,18,45,34,3,37
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1900 - 1915,Evening (19:00-22:00),Westbound,19,0,24,1,25
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1915 - 1930,Evening (19:00-22:00),Westbound,19,15,27,6,33
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1930 - 1945,Evening (19:00-22:00),Westbound,19,30,23,5,28
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,1945 - 2000,Evening (19:00-22:00),Westbound,19,45,22,0,22
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2000 - 2015,Evening (19:00-22:00),Westbound,20,0,16,2,18
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2015 - 2030,Evening (19:00-22:00),Westbound,20,15,16,0,16
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2030 - 2045,Evening (19:00-22:00),Westbound,20,30,15,1,16
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2045 - 2100,Evening (19:00-22:00),Westbound,20,45,19,1,20
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2100 - 2115,Evening (19:00-22:00),Westbound,21,0,11,0,11
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2115 - 2130,Evening (19:00-22:00),Westbound,21,15,9,0,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2130 - 2145,Evening (19:00-22:00),Westbound,21,30,9,0,9
2018 Q1 (January-March),2017-18 Q4,Oxford Street (west),"qua., 10/01/18",Fine,2145 - 2200,Evening (19:00-22:00),Westbound,21,45,9,0,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0600 - 0615,Early Morning (06:00-07:00),Eastbound,6,0,0,0,0
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0615 - 0630,Early Morning (06:00-07:00),Eastbound,6,15,1,0,1
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0630 - 0645,Early Morning (06:00-07:00),Eastbound,6,30,5,2,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0645 - 0700,Early Morning (06:00-07:00),Eastbound,6,45,2,2,4
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0700 - 0715,AM peak (07:00-10:00),Eastbound,7,0,12,1,13
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0715 - 0730,AM peak (07:00-10:00),Eastbound,7,15,12,2,14
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0730 - 0745,AM peak (07:00-10:00),Eastbound,7,30,9,4,13
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0745 - 0800,AM peak (07:00-10:00),Eastbound,7,45,13,5,18
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0800 - 0815,AM peak (07:00-10:00),Eastbound,8,0,23,6,29
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0815 - 0830,AM peak (07:00-10:00),Eastbound,8,15,26,4,30
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0830 - 0845,AM peak (07:00-10:00),Eastbound,8,30,23,5,28
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0845 - 0900,AM peak (07:00-10:00),Eastbound,8,45,39,7,46
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0900 - 0915,AM peak (07:00-10:00),Eastbound,9,0,39,7,46
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0915 - 0930,AM peak (07:00-10:00),Eastbound,9,15,18,8,26
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0930 - 0945,AM peak (07:00-10:00),Eastbound,9,30,11,5,16
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0945 - 1000,AM peak (07:00-10:00),Eastbound,9,45,18,4,22
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1000 - 1015,Inter-peak (10:00-16:00),Eastbound,10,0,8,4,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1015 - 1030,Inter-peak (10:00-16:00),Eastbound,10,15,6,1,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1030 - 1045,Inter-peak (10:00-16:00),Eastbound,10,30,10,0,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1045 - 1100,Inter-peak (10:00-16:00),Eastbound,10,45,4,5,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1100 - 1115,Inter-peak (10:00-16:00),Eastbound,11,0,6,0,6
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1115 - 1130,Inter-peak (10:00-16:00),Eastbound,11,15,9,1,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1130 - 1145,Inter-peak (10:00-16:00),Eastbound,11,30,8,0,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1145 - 1200,Inter-peak (10:00-16:00),Eastbound,11,45,8,1,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1200 - 1215,Inter-peak (10:00-16:00),Eastbound,12,0,3,0,3
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1215 - 1230,Inter-peak (10:00-16:00),Eastbound,12,15,7,0,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1230 - 1245,Inter-peak (10:00-16:00),Eastbound,12,30,8,0,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1245 - 1300,Inter-peak (10:00-16:00),Eastbound,12,45,10,0,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1300 - 1315,Inter-peak (10:00-16:00),Eastbound,13,0,7,0,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1315 - 1330,Inter-peak (10:00-16:00),Eastbound,13,15,7,1,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1330 - 1345,Inter-peak (10:00-16:00),Eastbound,13,30,6,0,6
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1345 - 1400,Inter-peak (10:00-16:00),Eastbound,13,45,7,2,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry/wet,1400 - 1415,Inter-peak (10:00-16:00),Eastbound,14,0,7,0,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1415 - 1430,Inter-peak (10:00-16:00),Eastbound,14,15,12,0,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1430 - 1445,Inter-peak (10:00-16:00),Eastbound,14,30,7,1,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1445 - 1500,Inter-peak (10:00-16:00),Eastbound,14,45,4,0,4
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1500 - 1515,Inter-peak (10:00-16:00),Eastbound,15,0,6,1,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1515 - 1530,Inter-peak (10:00-16:00),Eastbound,15,15,9,1,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1530 - 1545,Inter-peak (10:00-16:00),Eastbound,15,30,9,0,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1545 - 1600,Inter-peak (10:00-16:00),Eastbound,15,45,4,1,5
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1600 - 1615,PM peak (16:00-19:00),Eastbound,16,0,4,0,4
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Dry,1615 - 1630,PM peak (16:00-19:00),Eastbound,16,15,15,1,16
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1630 - 1645,PM peak (16:00-19:00),Eastbound,16,30,12,0,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1645 - 1700,PM peak (16:00-19:00),Eastbound,16,45,13,0,13
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1700 - 1715,PM peak (16:00-19:00),Eastbound,17,0,15,0,15
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1715 - 1730,PM peak (16:00-19:00),Eastbound,17,15,22,1,23
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1730 - 1745,PM peak (16:00-19:00),Eastbound,17,30,23,1,24
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1745 - 1800,PM peak (16:00-19:00),Eastbound,17,45,36,3,39
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1800 - 1815,PM peak (16:00-19:00),Eastbound,18,0,34,3,37
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1815 - 1830,PM peak (16:00-19:00),Eastbound,18,15,40,1,41
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1830 - 1845,PM peak (16:00-19:00),Eastbound,18,30,36,1,37
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1845 - 1900,PM peak (16:00-19:00),Eastbound,18,45,28,4,32
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1900 - 1915,Evening (19:00-22:00),Eastbound,19,0,22,2,24
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1915 - 1930,Evening (19:00-22:00),Eastbound,19,15,28,3,31
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1930 - 1945,Evening (19:00-22:00),Eastbound,19,30,25,3,28
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1945 - 2000,Evening (19:00-22:00),Eastbound,19,45,28,1,29
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2000 - 2015,Evening (19:00-22:00),Eastbound,20,0,21,2,23
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2015 - 2030,Evening (19:00-22:00),Eastbound,20,15,24,1,25
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2030 - 2045,Evening (19:00-22:00),Eastbound,20,30,17,0,17
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2045 - 2100,Evening (19:00-22:00),Eastbound,20,45,17,0,17
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2100 - 2115,Evening (19:00-22:00),Eastbound,21,0,15,3,18
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2115 - 2130,Evening (19:00-22:00),Eastbound,21,15,11,1,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2130 - 2145,Evening (19:00-22:00),Eastbound,21,30,9,2,11
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2145 - 2200,Evening (19:00-22:00),Eastbound,21,45,1,1,2
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0600 - 0615,Early Morning (06:00-07:00),Westbound,6,0,0,0,0
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0615 - 0630,Early Morning (06:00-07:00),Westbound,6,15,1,0,1
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0630 - 0645,Early Morning (06:00-07:00),Westbound,6,30,0,0,0
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0645 - 0700,Early Morning (06:00-07:00),Westbound,6,45,9,1,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0700 - 0715,AM peak (07:00-10:00),Westbound,7,0,11,1,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0715 - 0730,AM peak (07:00-10:00),Westbound,7,15,8,1,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0730 - 0745,AM peak (07:00-10:00),Westbound,7,30,16,0,16
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0745 - 0800,AM peak (07:00-10:00),Westbound,7,45,18,3,21
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0800 - 0815,AM peak (07:00-10:00),Westbound,8,0,22,2,24
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0815 - 0830,AM peak (07:00-10:00),Westbound,8,15,20,3,23
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0830 - 0845,AM peak (07:00-10:00),Westbound,8,30,39,5,44
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0845 - 0900,AM peak (07:00-10:00),Westbound,8,45,58,3,61
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0900 - 0915,AM peak (07:00-10:00),Westbound,9,0,70,8,78
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0915 - 0930,AM peak (07:00-10:00),Westbound,9,15,50,6,56
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0930 - 0945,AM peak (07:00-10:00),Westbound,9,30,44,10,54
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,0945 - 1000,AM peak (07:00-10:00),Westbound,9,45,39,0,39
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1000 - 1015,Inter-peak (10:00-16:00),Westbound,10,0,29,2,31
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1015 - 1030,Inter-peak (10:00-16:00),Westbound,10,15,19,1,20
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1030 - 1045,Inter-peak (10:00-16:00),Westbound,10,30,10,1,11
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1045 - 1100,Inter-peak (10:00-16:00),Westbound,10,45,15,1,16
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1100 - 1115,Inter-peak (10:00-16:00),Westbound,11,0,11,0,11
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1115 - 1130,Inter-peak (10:00-16:00),Westbound,11,15,9,1,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1130 - 1145,Inter-peak (10:00-16:00),Westbound,11,30,12,3,15
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1145 - 1200,Inter-peak (10:00-16:00),Westbound,11,45,13,1,14
2018 Q1 (January-March),2017-18 Q4,Regent Square,"seg., 26/03/18",Dry,1200 - 1215,Inter-peak (10:00-16:00),Westbound,12,0,4,2,6
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1215 - 1230,Inter-peak (10:00-16:00),Westbound,12,15,4,1,5
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1230 - 1245,Inter-peak (10:00-16:00),Westbound,12,30,8,3,11
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1245 - 1300,Inter-peak (10:00-16:00),Westbound,12,45,8,0,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1300 - 1315,Inter-peak (10:00-16:00),Westbound,13,0,13,0,13
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry,1315 - 1330,Inter-peak (10:00-16:00),Westbound,13,15,5,1,6
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1330 - 1345,Inter-peak (10:00-16:00),Westbound,13,30,2,0,2
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1345 - 1400,Inter-peak (10:00-16:00),Westbound,13,45,8,0,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Dry/wet,1400 - 1415,Inter-peak (10:00-16:00),Westbound,14,0,5,1,6
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1415 - 1430,Inter-peak (10:00-16:00),Westbound,14,15,2,1,3
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1430 - 1445,Inter-peak (10:00-16:00),Westbound,14,30,8,0,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1445 - 1500,Inter-peak (10:00-16:00),Westbound,14,45,4,0,4
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1500 - 1515,Inter-peak (10:00-16:00),Westbound,15,0,2,0,2
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1515 - 1530,Inter-peak (10:00-16:00),Westbound,15,15,2,1,3
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1530 - 1545,Inter-peak (10:00-16:00),Westbound,15,30,7,0,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1545 - 1600,Inter-peak (10:00-16:00),Westbound,15,45,8,1,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Wet,1600 - 1615,PM peak (16:00-19:00),Westbound,16,0,4,3,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qua., 28/03/18",Dry,1615 - 1630,PM peak (16:00-19:00),Westbound,16,15,9,3,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1630 - 1645,PM peak (16:00-19:00),Westbound,16,30,6,2,8
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1645 - 1700,PM peak (16:00-19:00),Westbound,16,45,10,1,11
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1700 - 1715,PM peak (16:00-19:00),Westbound,17,0,10,2,12
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1715 - 1730,PM peak (16:00-19:00),Westbound,17,15,8,1,9
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1730 - 1745,PM peak (16:00-19:00),Westbound,17,30,8,2,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1745 - 1800,PM peak (16:00-19:00),Westbound,17,45,24,2,26
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1800 - 1815,PM peak (16:00-19:00),Westbound,18,0,19,5,24
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1815 - 1830,PM peak (16:00-19:00),Westbound,18,15,27,5,32
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1830 - 1845,PM peak (16:00-19:00),Westbound,18,30,13,1,14
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1845 - 1900,PM peak (16:00-19:00),Westbound,18,45,12,1,13
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1900 - 1915,Evening (19:00-22:00),Westbound,19,0,16,1,17
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1915 - 1930,Evening (19:00-22:00),Westbound,19,15,15,1,16
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1930 - 1945,Evening (19:00-22:00),Westbound,19,30,10,0,10
2018 Q1 (January-March),2017-18 Q4,Regent Square,"qui., 29/03/18",Wet,1945 - 2000,Evening (19:00-22:00),Westbound,19,45,4,0,4
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2000 - 2015,Evening (19:00-22:00),Westbound,20,0,3,0,3
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2015 - 2030,Evening (19:00-22:00),Westbound,20,15,7,0,7
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2030 - 2045,Evening (19:00-22:00),Westbound,20,30,10,2,12
